Seq,loc,v(g),ev(g),iv(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
2927,12.0,1.0,1.0,1.0,7,15,28,23,1,False
2928,82.0,14.0,8.0,7.0,13,30,103,77,27,False
2929,29.0,3.0,1.0,3.0,11,22,43,35,5,False
2930,28.0,3.0,1.0,3.0,11,9,24,19,5,False
2931,6.0,1.0,1.0,1.0,5,6,13,12,1,False
2932,20.0,3.0,1.0,2.0,11,7,20,13,5,False
2933,45.0,8.0,8.0,3.0,23,36,109,94,15,False
2934,6.0,1.0,1.0,1.0,3,3,5,4,1,False
2935,4.0,1.0,1.0,1.0,3,2,3,2,1,False
2936,87.0,4.0,1.0,3.0,13,30,88,55,7,False
2937,37.0,7.0,6.0,3.0,23,27,53,41,13,False
2938,70.0,12.0,9.0,8.0,23,38,112,101,23,False
2939,40.0,11.0,11.0,7.0,9,10,34,19,21,False
2940,77.0,10.0,5.0,3.0,0,0,0,0,19,False
2941,17.0,3.0,3.0,1.0,0,0,0,0,5,False
2942,101.0,6.0,1.0,4.0,17,54,158,141,11,False
2943,51.0,4.0,1.0,2.0,0,0,0,0,7,False
2944,57.0,10.0,1.0,5.0,18,34,92,79,19,False
2945,55.0,11.0,3.0,7.0,18,27,94,70,21,False
2946,11.0,4.0,4.0,1.0,10,6,15,11,7,False
2947,137.0,23.0,5.0,13.0,23,45,257,191,45,False
2948,24.0,4.0,1.0,3.0,12,11,26,21,7,False
2949,30.0,5.0,5.0,1.0,20,13,43,27,9,False
2950,27.0,3.0,1.0,3.0,14,16,36,24,4,False
2951,21.0,4.0,1.0,2.0,13,10,24,17,7,False
2952,31.0,7.0,5.0,3.0,15,15,47,38,13,False
2953,25.0,5.0,5.0,3.0,15,11,30,24,9,False
2954,47.0,10.0,9.0,4.0,26,35,116,79,19,False
2955,25.0,4.0,4.0,3.0,14,13,30,24,7,False
2956,32.0,6.0,1.0,2.0,15,14,48,33,11,False
2957,17.0,3.0,1.0,2.0,9,7,13,9,5,False
2958,11.0,2.0,1.0,1.0,9,5,13,6,3,False
2959,13.0,5.0,1.0,5.0,7,6,15,7,9,False
2960,72.0,10.0,1.0,5.0,23,23,140,80,19,False
2961,10.0,2.0,1.0,1.0,9,10,19,10,3,False
2962,18.0,3.0,3.0,2.0,16,9,24,14,5,False
2963,34.0,5.0,1.0,1.0,13,14,47,31,7,False
2964,206.0,47.0,25.0,21.0,40,49,346,226,86,False
2965,10.0,3.0,3.0,2.0,13,8,19,14,5,False
2966,17.0,4.0,3.0,1.0,15,8,25,15,7,False
2967,15.0,4.0,3.0,1.0,17,7,26,16,7,False
2968,43.0,14.0,10.0,1.0,18,18,86,51,27,False
2969,8.0,2.0,1.0,2.0,5,4,6,4,3,False
2970,21.0,3.0,3.0,1.0,11,9,23,14,5,False
2971,45.0,8.0,6.0,6.0,16,24,84,62,15,False
2972,26.0,7.0,6.0,4.0,10,12,28,19,13,False
2973,27.0,7.0,3.0,2.0,19,13,32,20,13,False
2974,43.0,7.0,1.0,1.0,16,12,52,31,13,False
2975,32.0,5.0,1.0,3.0,17,18,59,33,9,False
2976,11.0,5.0,3.0,3.0,12,5,28,12,9,False
2977,35.0,12.0,12.0,8.0,16,11,94,36,23,False
2978,51.0,8.0,1.0,6.0,21,27,104,65,15,False
2979,8.0,4.0,3.0,2.0,10,7,14,8,7,False
2980,22.0,4.0,1.0,3.0,12,13,39,35,7,False
2981,44.0,10.0,8.0,7.0,23,40,115,93,19,False
2982,15.0,4.0,3.0,2.0,0,0,0,0,7,False
2983,13.0,4.0,1.0,4.0,10,6,14,12,7,False
2984,12.0,3.0,3.0,1.0,9,3,17,5,5,False
2985,75.0,12.0,1.0,12.0,23,38,186,149,14,False
2986,51.0,8.0,1.0,6.0,12,13,71,41,15,False
2987,30.0,7.0,1.0,5.0,13,13,61,38,13,False
2988,17.0,3.0,1.0,3.0,7,7,20,9,5,False
2989,25.0,3.0,1.0,1.0,16,12,30,20,5,False
2990,14.0,3.0,1.0,2.0,11,7,16,12,5,False
2991,22.0,5.0,4.0,3.0,18,14,50,29,9,False
2992,21.0,4.0,1.0,3.0,9,11,23,20,7,False
2993,79.0,8.0,4.0,2.0,18,27,122,78,15,False
2994,39.0,13.0,9.0,2.0,20,16,72,36,25,False
2995,8.0,4.0,3.0,1.0,12,6,16,8,7,False
2996,15.0,6.0,3.0,2.0,20,14,35,20,11,False
2997,13.0,3.0,1.0,3.0,9,8,16,13,5,False
2998,34.0,13.0,8.0,2.0,17,32,75,62,25,False
2999,56.0,12.0,12.0,7.0,16,28,124,112,23,False
3000,8.0,5.0,3.0,1.0,12,8,17,10,9,False
3001,13.0,4.0,3.0,1.0,12,6,17,8,7,False
3002,13.0,4.0,3.0,1.0,12,6,17,8,7,False
3003,7.0,2.0,1.0,2.0,5,3,6,3,3,False
3004,57.0,7.0,7.0,7.0,21,22,122,67,13,False
3005,26.0,3.0,1.0,3.0,10,12,33,28,5,False
3006,21.0,8.0,1.0,3.0,12,9,57,37,15,False
3007,19.0,4.0,1.0,2.0,14,10,29,17,7,False
3008,57.0,14.0,14.0,5.0,20,18,96,66,27,False
3009,14.0,3.0,3.0,2.0,9,8,15,15,5,False
3010,57.0,14.0,13.0,6.0,28,37,132,91,27,False
3011,36.0,7.0,7.0,2.0,22,13,46,30,13,False
3012,23.0,6.0,6.0,4.0,16,12,46,25,11,False
3013,15.0,4.0,1.0,2.0,11,7,18,11,7,False
3014,22.0,7.0,5.0,2.0,17,12,36,29,13,False
3015,18.0,9.0,9.0,1.0,16,10,55,36,17,False
3016,42.0,15.0,14.0,2.0,23,16,110,61,29,False
3017,8.0,2.0,1.0,1.0,7,5,10,5,3,False
3018,17.0,6.0,5.0,1.0,9,7,21,16,11,False
3019,59.0,17.0,14.0,9.0,23,58,137,112,33,False
3020,9.0,4.0,1.0,2.0,8,5,10,6,7,False
3021,90.0,10.0,9.0,6.0,0,0,0,0,19,False
3022,108.0,16.0,6.0,3.0,0,0,0,0,31,False
3023,9.0,3.0,1.0,2.0,6,5,7,5,5,False
3024,12.0,4.0,3.0,2.0,15,8,20,10,7,False
3025,8.0,2.0,1.0,2.0,5,4,6,4,3,False
3026,69.0,14.0,4.0,6.0,16,38,126,109,27,False
3027,43.0,8.0,5.0,4.0,17,19,82,51,15,False
3028,49.0,9.0,1.0,6.0,13,22,55,45,17,False
3029,62.0,19.0,15.0,11.0,21,31,203,102,37,False
3030,25.0,4.0,4.0,2.0,0,0,0,0,7,False
3031,30.0,5.0,3.0,3.0,15,16,37,28,9,False
3032,93.0,5.0,4.0,4.0,14,18,120,74,9,False
3033,64.0,10.0,1.0,7.0,23,34,127,79,19,False
3034,30.0,8.0,5.0,3.0,0,0,0,0,15,False
3035,50.0,13.0,4.0,1.0,20,18,55,42,22,False
3036,88.0,16.0,13.0,10.0,0,0,0,0,31,False
3037,12.0,4.0,3.0,2.0,14,8,19,10,7,False
3038,9.0,4.0,3.0,2.0,14,8,18,10,7,False
3039,70.0,1.0,1.0,1.0,8,15,63,39,1,False
3040,29.0,3.0,1.0,3.0,12,15,40,36,5,False
3041,26.0,6.0,6.0,5.0,13,14,33,29,11,False
3042,11.0,3.0,1.0,3.0,5,5,10,5,5,False
3043,12.0,1.0,1.0,1.0,0,0,0,0,1,False
3044,21.0,4.0,4.0,3.0,12,12,22,17,7,False
3045,136.0,13.0,8.0,5.0,0,0,0,0,25,False
3046,214.0,24.0,11.0,10.0,29,72,325,254,47,False
3047,14.0,4.0,4.0,4.0,9,7,23,13,7,False
3048,204.0,18.0,13.0,13.0,0,0,0,0,35,False
3049,10.0,3.0,1.0,2.0,9,6,11,11,5,False
3050,44.0,5.0,1.0,5.0,13,25,84,59,9,False
3051,17.0,8.0,6.0,5.0,11,8,22,13,15,False
3052,30.0,2.0,1.0,2.0,14,21,49,33,3,False
3053,15.0,4.0,1.0,3.0,14,14,39,26,7,False
3054,95.0,21.0,21.0,8.0,20,27,268,141,41,False
3055,19.0,6.0,3.0,2.0,14,17,32,29,11,False
3056,20.0,7.0,1.0,4.0,17,10,44,25,13,False
3057,20.0,4.0,4.0,1.0,11,5,23,14,7,False
3058,20.0,4.0,4.0,1.0,10,8,22,16,7,False
3059,64.0,1.0,1.0,1.0,18,19,111,56,25,False
3060,11.0,3.0,1.0,3.0,9,15,25,22,5,False
3061,65.0,18.0,4.0,12.0,12,24,158,138,35,False
3062,11.0,3.0,3.0,2.0,8,5,11,8,5,False
3063,13.0,4.0,4.0,1.0,13,9,21,12,7,False
3064,88.0,8.0,1.0,8.0,17,47,148,113,15,False
3065,78.0,9.0,8.0,7.0,19,35,138,85,17,False
3066,85.0,38.0,30.0,4.0,18,32,177,141,75,False
3067,23.0,8.0,4.0,2.0,0,0,0,0,15,False
3068,50.0,12.0,9.0,1.0,20,22,101,73,23,False
3069,89.0,9.0,3.0,8.0,19,36,157,109,17,False
3070,31.0,7.0,7.0,3.0,16,13,49,27,13,False
3071,67.0,7.0,3.0,6.0,19,32,112,76,13,False
3072,22.0,8.0,8.0,1.0,13,16,41,24,15,False
3073,38.0,3.0,1.0,2.0,14,16,103,91,5,False
3074,42.0,10.0,1.0,9.0,15,33,116,108,19,False
3075,24.0,3.0,1.0,3.0,11,14,31,23,5,False
3076,32.0,6.0,6.0,4.0,14,16,49,32,11,False
3077,39.0,6.0,4.0,4.0,13,21,46,33,11,False
3078,27.0,2.0,1.0,2.0,8,6,11,10,3,False
3079,31.0,5.0,4.0,2.0,15,12,36,20,9,False
3080,12.0,2.0,1.0,2.0,6,6,10,8,3,False
3081,11.0,1.0,1.0,1.0,7,7,31,18,1,False
3082,29.0,5.0,4.0,2.0,14,14,37,25,9,False
3083,75.0,10.0,5.0,3.0,19,22,78,62,19,False
3084,6.0,1.0,1.0,1.0,6,7,10,7,1,False
3085,32.0,5.0,3.0,3.0,17,14,66,31,9,False
3086,22.0,4.0,1.0,3.0,14,16,49,45,7,False
3087,22.0,1.0,1.0,1.0,10,17,83,56,1,False
3088,249.0,32.0,23.0,12.0,22,66,423,228,63,False
3089,16.0,2.0,1.0,2.0,9,13,24,22,3,False
3090,32.0,4.0,3.0,3.0,14,14,34,22,7,False
3091,21.0,3.0,3.0,2.0,18,13,41,21,5,False
3092,27.0,3.0,3.0,2.0,11,11,25,18,5,False
3093,28.0,6.0,3.0,6.0,20,21,61,39,11,False
3094,17.0,1.0,1.0,1.0,8,12,36,27,1,False
3095,8.0,1.0,1.0,1.0,3,6,11,10,1,False
3096,20.0,5.0,1.0,2.0,12,7,57,36,9,False
3097,12.0,1.0,1.0,1.0,8,5,19,12,1,False
3098,14.0,2.0,1.0,2.0,8,6,16,10,3,False
3099,14.0,4.0,3.0,2.0,0,0,0,0,7,False
3100,24.0,4.0,1.0,3.0,13,13,34,20,7,False
3101,24.0,2.0,1.0,2.0,8,17,32,32,3,False
3102,13.0,3.0,3.0,1.0,12,6,29,14,5,False
3103,17.0,2.0,1.0,2.0,10,13,31,28,3,False
3104,14.0,3.0,1.0,1.0,11,12,21,18,5,False
3105,42.0,6.0,3.0,5.0,14,26,75,69,11,False
3106,13.0,4.0,3.0,1.0,0,0,0,0,7,False
3107,15.0,4.0,3.0,1.0,14,11,19,15,7,False
3108,4.0,1.0,1.0,1.0,4,5,6,5,1,False
3109,17.0,1.0,1.0,1.0,3,5,11,5,1,False
3110,22.0,4.0,1.0,3.0,14,14,38,26,7,False
3111,19.0,4.0,1.0,4.0,8,10,23,24,7,False
3112,10.0,2.0,1.0,2.0,10,13,24,19,3,False
3113,17.0,3.0,1.0,3.0,12,16,38,33,5,False
3114,21.0,1.0,1.0,1.0,7,22,46,37,1,False
3115,24.0,5.0,1.0,3.0,16,15,49,36,9,False
3116,5.0,1.0,1.0,1.0,5,8,9,8,1,False
3117,22.0,4.0,1.0,1.0,0,0,0,0,7,False
3118,24.0,6.0,1.0,2.0,0,0,0,0,11,False
3119,58.0,14.0,6.0,5.0,0,0,0,0,27,False
3120,4.0,1.0,1.0,1.0,3,1,3,1,1,False
3121,12.0,2.0,1.0,2.0,11,14,21,18,3,False
3122,12.0,2.0,1.0,2.0,11,14,21,18,3,False
3123,6.0,1.0,1.0,1.0,8,8,14,11,1,False
3124,42.0,6.0,3.0,5.0,14,26,75,69,11,False
3125,47.0,4.0,1.0,4.0,11,27,119,118,7,False
3126,5.0,1.0,1.0,1.0,6,4,7,4,1,False
3127,5.0,1.0,1.0,1.0,4,5,6,5,1,False
3128,34.0,7.0,5.0,4.0,14,22,60,52,13,False
3129,4.0,1.0,1.0,1.0,4,2,4,2,1,False
3130,14.0,2.0,1.0,2.0,0,0,0,0,3,False
3131,4.0,1.0,1.0,1.0,4,4,5,4,1,False
3132,5.0,1.0,1.0,1.0,4,3,5,3,1,False
3133,4.0,1.0,1.0,1.0,3,1,3,1,1,False
3134,21.0,2.0,1.0,2.0,6,7,15,10,3,False
3135,5.0,1.0,1.0,1.0,4,3,4,3,1,False
3136,9.0,1.0,1.0,1.0,14,5,23,8,1,False
3137,15.0,2.0,1.0,2.0,7,5,12,7,3,False
3138,30.0,6.0,1.0,1.0,10,10,37,29,11,False
3139,14.0,4.0,1.0,2.0,8,11,15,14,7,False
3140,17.0,2.0,1.0,2.0,10,14,30,21,3,False
3141,12.0,4.0,3.0,2.0,12,10,17,12,7,False
3142,12.0,3.0,1.0,2.0,11,10,20,18,5,False
3143,41.0,3.0,1.0,2.0,9,16,37,32,5,False
3144,7.0,2.0,1.0,2.0,6,3,9,5,3,False
3145,11.0,2.0,1.0,2.0,6,13,16,15,3,False
3146,6.0,1.0,1.0,1.0,0,0,0,0,1,False
3147,20.0,2.0,1.0,2.0,9,7,18,8,3,False
3148,17.0,2.0,1.0,2.0,10,10,25,12,3,False
3149,5.0,1.0,1.0,1.0,4,5,11,10,1,False
3150,9.0,2.0,1.0,2.0,5,2,6,3,3,False
3151,44.0,2.0,1.0,2.0,14,29,78,65,3,False
3152,25.0,2.0,1.0,2.0,13,23,45,33,3,False
3153,5.0,1.0,1.0,1.0,4,3,5,3,1,False
3154,6.0,1.0,1.0,1.0,3,3,5,3,1,False
3155,7.0,1.0,1.0,1.0,4,8,9,8,1,False
3156,12.0,2.0,1.0,2.0,6,5,13,6,3,False
3157,21.0,3.0,3.0,2.0,13,17,34,26,5,False
3158,45.0,4.0,4.0,4.0,21,36,69,50,7,False
3159,19.0,1.0,1.0,1.0,9,13,19,14,1,False
3160,22.0,5.0,1.0,5.0,6,7,29,24,9,False
3161,10.0,2.0,1.0,2.0,0,0,0,0,3,False
3162,11.0,2.0,1.0,2.0,6,10,13,10,3,False
3163,10.0,2.0,1.0,2.0,5,3,7,3,3,False
3164,12.0,1.0,1.0,1.0,0,0,0,0,1,False
3165,18.0,1.0,1.0,1.0,4,11,16,11,1,False
3166,12.0,1.0,1.0,1.0,4,9,12,9,1,False
3167,14.0,1.0,1.0,1.0,0,0,0,0,1,False
3168,20.0,1.0,1.0,1.0,4,12,17,12,1,False
3169,14.0,1.0,1.0,1.0,4,10,13,10,1,False
3170,5.0,1.0,1.0,1.0,4,3,6,3,1,False
3171,7.0,2.0,1.0,2.0,7,3,9,5,3,False
3172,17.0,3.0,1.0,3.0,6,7,14,10,5,False
3173,8.0,1.0,1.0,1.0,5,5,8,6,1,False
3174,24.0,2.0,1.0,2.0,16,15,48,27,3,False
3175,24.0,2.0,1.0,2.0,16,15,48,27,3,False
3176,24.0,2.0,1.0,2.0,16,15,48,27,3,False
3177,13.0,3.0,1.0,2.0,9,5,14,14,5,False
3178,4.0,1.0,1.0,1.0,3,2,3,2,1,False
3179,12.0,1.0,1.0,1.0,4,8,23,21,1,False
3180,7.0,1.0,1.0,1.0,4,8,9,8,1,False
3181,6.0,1.0,1.0,1.0,7,7,11,8,1,False
3182,4.0,1.0,1.0,1.0,3,2,3,2,1,False
3183,4.0,1.0,1.0,1.0,3,2,3,2,1,False
3184,7.0,1.0,1.0,1.0,6,6,13,7,1,False
3185,7.0,2.0,1.0,2.0,4,3,6,4,3,False
3186,8.0,2.0,1.0,2.0,0,0,0,0,3,False
3187,14.0,2.0,1.0,2.0,0,0,0,0,3,False
3188,28.0,5.0,3.0,4.0,15,23,46,29,9,False
3189,23.0,8.0,5.0,3.0,14,24,49,36,15,False
3190,23.0,8.0,7.0,8.0,15,18,39,21,15,False
3191,24.0,2.0,1.0,2.0,11,32,48,40,3,False
3192,25.0,3.0,1.0,3.0,12,29,48,41,5,False
3193,15.0,2.0,1.0,1.0,7,7,18,9,3,False
3194,200.0,26.0,25.0,16.0,27,82,361,234,51,False
3195,22.0,9.0,9.0,8.0,15,16,59,29,17,False
3196,29.0,8.0,6.0,8.0,13,14,51,28,15,False
3197,168.0,44.0,42.0,34.0,23,54,349,191,87,False
3198,32.0,5.0,4.0,5.0,13,19,42,26,9,False
3199,102.0,17.0,14.0,15.0,26,48,241,142,33,False
3200,225.0,43.0,1.0,35.0,30,62,421,316,77,False
3201,37.0,9.0,7.0,5.0,22,15,65,38,17,False
3202,65.0,8.0,4.0,6.0,18,24,143,81,15,False
3203,17.0,7.0,7.0,7.0,12,11,42,23,13,False
3204,26.0,9.0,7.0,9.0,14,15,60,30,17,False
3205,13.0,5.0,4.0,5.0,11,8,19,10,9,False
3206,22.0,1.0,1.0,1.0,8,14,53,39,1,False
3207,13.0,2.0,1.0,2.0,9,11,20,13,3,False
3208,8.0,1.0,1.0,1.0,9,6,15,7,1,False
3209,6.0,1.0,1.0,1.0,4,4,5,4,1,False
3210,5.0,1.0,1.0,1.0,0,0,0,0,1,False
3211,6.0,1.0,1.0,1.0,8,6,11,6,1,False
3212,5.0,1.0,1.0,1.0,4,3,4,3,1,False
3213,17.0,5.0,3.0,3.0,12,8,19,11,9,False
3214,4.0,1.0,1.0,1.0,4,3,4,3,1,False
3215,12.0,1.0,1.0,1.0,6,8,13,11,1,False
3216,4.0,1.0,1.0,1.0,3,1,3,1,1,False
3217,4.0,1.0,1.0,1.0,3,1,3,1,1,False
3218,4.0,1.0,1.0,1.0,4,3,4,3,1,False
3219,4.0,1.0,1.0,1.0,4,3,4,3,1,False
3220,19.0,4.0,1.0,2.0,15,8,23,18,7,False
3221,97.0,16.0,7.0,3.0,23,22,125,99,31,False
3222,87.0,13.0,7.0,3.0,23,21,104,78,25,False
3223,51.0,15.0,12.0,2.0,0,0,0,0,29,False
3224,626.0,55.0,21.0,28.0,0,0,0,0,109,False
3225,25.0,4.0,1.0,4.0,16,15,34,19,5,False
3226,47.0,8.0,7.0,3.0,13,28,71,57,15,False
3227,42.0,7.0,6.0,3.0,13,28,67,54,13,False
3228,29.0,3.0,1.0,3.0,16,10,59,33,5,False
3229,6.0,1.0,1.0,1.0,11,8,31,13,1,False
3230,22.0,3.0,1.0,3.0,13,9,28,18,5,False
3231,20.0,2.0,1.0,2.0,12,18,34,23,3,False
3232,91.0,9.0,1.0,9.0,21,24,258,110,14,False
3233,10.0,1.0,1.0,1.0,5,7,11,8,1,False
3234,45.0,4.0,1.0,3.0,17,34,132,112,7,False
3235,20.0,2.0,1.0,1.0,8,11,20,16,3,False
3236,27.0,6.0,1.0,3.0,13,21,60,52,11,False
3237,14.0,1.0,1.0,1.0,11,10,16,15,1,False
3238,17.0,3.0,1.0,3.0,10,14,24,17,5,False
3239,30.0,5.0,3.0,2.0,17,19,47,34,9,False
3240,6.0,1.0,1.0,1.0,7,4,10,5,1,False
3241,72.0,6.0,1.0,1.0,15,15,68,36,11,False
3242,65.0,12.0,8.0,5.0,18,25,88,64,23,False
3243,47.0,4.0,1.0,3.0,12,22,72,46,7,False
3244,8.0,3.0,1.0,1.0,11,5,24,9,5,False
3245,5.0,1.0,1.0,1.0,9,3,11,3,1,False
3246,8.0,1.0,1.0,1.0,9,3,14,3,1,False
3247,61.0,13.0,9.0,5.0,22,31,119,91,25,False
3248,7.0,3.0,3.0,2.0,8,4,11,6,5,False
3249,54.0,9.0,6.0,4.0,23,30,100,76,17,False
3250,5.0,1.0,1.0,1.0,8,3,12,3,1,False
3251,12.0,3.0,3.0,2.0,12,9,23,13,5,False
3252,63.0,20.0,18.0,2.0,28,29,139,91,39,False
3253,45.0,4.0,1.0,2.0,12,15,52,36,7,False
3254,32.0,5.0,3.0,2.0,16,19,48,34,9,False
3255,10.0,3.0,3.0,2.0,10,6,17,8,5,False
3256,10.0,1.0,1.0,1.0,7,5,9,5,1,False
3257,33.0,5.0,1.0,2.0,18,20,63,46,9,False
3258,40.0,7.0,4.0,3.0,0,0,0,0,13,False
3259,39.0,7.0,4.0,3.0,21,31,72,61,13,False
3260,255.0,37.0,9.0,33.0,34,73,354,213,60,False
3261,20.0,3.0,1.0,1.0,0,0,0,0,5,False
3262,8.0,2.0,1.0,1.0,0,0,0,0,3,False
3263,4.0,1.0,1.0,1.0,0,0,0,0,1,False
3264,78.0,15.0,12.0,8.0,0,0,0,0,29,False
3265,30.0,4.0,1.0,2.0,0,0,0,0,7,False
3266,63.0,6.0,1.0,3.0,0,0,0,0,11,False
3267,21.0,3.0,1.0,3.0,0,0,0,0,4,False
3268,42.0,8.0,1.0,8.0,0,0,0,0,11,False
3269,32.0,7.0,1.0,6.0,14,18,58,50,15,False
3270,7.0,1.0,1.0,1.0,0,0,0,0,1,False
3271,7.0,1.0,1.0,1.0,4,5,7,6,1,False
3272,89.0,4.0,4.0,3.0,19,23,102,82,7,False
3273,48.0,10.0,8.0,5.0,16,25,90,62,19,False
3274,105.0,9.0,6.0,4.0,25,45,143,115,17,False
3275,122.0,13.0,6.0,8.0,26,29,240,130,25,False
3276,33.0,7.0,1.0,3.0,17,22,52,49,13,False
3277,55.0,7.0,1.0,3.0,15,25,74,44,13,False
3278,25.0,3.0,1.0,2.0,15,11,35,27,5,False
3279,76.0,11.0,5.0,6.0,16,29,94,84,21,False
3280,171.0,18.0,16.0,12.0,23,69,253,213,35,False
3281,13.0,2.0,1.0,1.0,0,0,0,0,3,False
3282,23.0,3.0,1.0,2.0,0,0,0,0,5,False
3283,21.0,3.0,1.0,1.0,0,0,0,0,5,False
3284,47.0,11.0,7.0,4.0,22,12,67,43,21,False
3285,107.0,10.0,9.0,1.0,14,42,168,112,19,False
3286,137.0,31.0,14.0,13.0,21,34,238,159,61,False
3287,105.0,21.0,6.0,13.0,23,31,179,133,41,False
3288,53.0,13.0,12.0,5.0,22,25,108,71,25,False
3289,31.0,5.0,1.0,5.0,17,21,52,44,9,False
3290,36.0,6.0,4.0,4.0,19,21,59,44,11,False
3291,32.0,6.0,4.0,5.0,18,22,54,46,11,False
3292,66.0,6.0,3.0,6.0,21,47,104,90,11,False
3293,40.0,5.0,1.0,5.0,12,34,87,76,9,False
3294,49.0,5.0,1.0,5.0,12,27,71,60,9,False
3295,4.0,1.0,1.0,1.0,7,4,7,4,1,False
3296,33.0,4.0,1.0,1.0,14,11,39,19,7,False
3297,132.0,15.0,9.0,6.0,20,47,196,160,29,False
3298,32.0,2.0,1.0,1.0,13,21,42,36,3,False
3299,4.0,1.0,1.0,1.0,4,5,6,5,1,False
3300,42.0,4.0,1.0,3.0,12,26,83,67,7,False
3301,4.0,1.0,1.0,1.0,4,5,6,5,1,False
3302,37.0,2.0,1.0,2.0,9,23,59,46,3,False
3303,49.0,5.0,1.0,4.0,16,21,63,42,9,False
3304,51.0,5.0,1.0,4.0,16,21,64,42,9,False
3305,81.0,30.0,30.0,16.0,21,56,271,182,59,False
3306,92.0,12.0,7.0,8.0,15,27,133,89,23,False
3307,9.0,2.0,1.0,2.0,6,5,8,5,3,False
3308,9.0,2.0,1.0,2.0,6,5,8,5,3,False
3309,38.0,26.0,26.0,11.0,20,12,230,160,51,False
3310,5.0,1.0,1.0,1.0,4,4,6,4,1,False
3311,4.0,1.0,1.0,1.0,4,3,4,3,1,False
3312,11.0,2.0,1.0,1.0,8,4,14,6,3,False
3313,16.0,2.0,1.0,1.0,0,0,0,0,3,False
3314,49.0,5.0,1.0,4.0,16,21,63,42,9,False
3315,9.0,2.0,1.0,1.0,10,6,19,10,3,False
3316,98.0,7.0,4.0,5.0,23,56,186,142,13,False
3317,106.0,8.0,4.0,5.0,23,52,174,130,15,False
3318,54.0,10.0,10.0,4.0,19,26,106,74,19,False
3319,34.0,4.0,1.0,2.0,12,18,47,34,7,False
3320,27.0,5.0,1.0,5.0,0,0,0,0,6,False
3321,32.0,6.0,1.0,6.0,0,0,0,0,7,False
3322,40.0,11.0,1.0,11.0,18,27,63,28,12,False
3323,23.0,3.0,3.0,1.0,0,0,0,0,5,False
3324,60.0,8.0,5.0,4.0,0,0,0,0,15,False
3325,19.0,2.0,1.0,2.0,14,16,43,34,3,False
3326,17.0,1.0,1.0,1.0,7,13,22,19,1,False
3327,16.0,3.0,1.0,2.0,16,7,19,12,5,False
3328,17.0,1.0,1.0,1.0,7,13,22,19,1,False
3329,16.0,3.0,1.0,2.0,16,7,19,12,5,False
3330,23.0,4.0,4.0,3.0,0,0,0,0,7,False
3331,17.0,2.0,1.0,2.0,9,9,21,13,3,False
3332,12.0,1.0,1.0,1.0,6,8,17,11,1,False
3333,13.0,1.0,1.0,1.0,6,8,17,11,1,False
3334,4.0,1.0,1.0,1.0,3,2,3,2,1,False
3335,5.0,1.0,1.0,1.0,0,0,0,0,1,False
3336,40.0,5.0,1.0,4.0,0,0,0,0,9,False
3337,51.0,6.0,1.0,5.0,12,27,82,65,11,False
3338,10.0,1.0,1.0,1.0,7,7,11,7,1,False
3339,69.0,7.0,1.0,5.0,12,26,128,99,13,False
3340,5.0,1.0,1.0,1.0,0,0,0,0,1,False
3341,26.0,5.0,5.0,3.0,16,14,37,24,9,False
3342,6.0,1.0,1.0,1.0,9,6,12,7,1,False
3343,5.0,1.0,1.0,1.0,6,4,7,4,1,False
3344,15.0,3.0,1.0,3.0,7,7,16,9,5,False
3345,21.0,3.0,1.0,1.0,13,11,36,26,5,False
3346,29.0,4.0,1.0,1.0,13,11,40,37,7,False
3347,17.0,2.0,1.0,2.0,10,8,41,22,3,False
3348,32.0,7.0,1.0,1.0,15,10,52,34,13,False
3349,42.0,5.0,1.0,5.0,13,22,109,74,9,False
3350,109.0,14.0,10.0,12.0,26,46,207,146,27,False
3351,11.0,2.0,1.0,2.0,9,4,18,8,3,False
3352,40.0,9.0,1.0,8.0,10,21,62,51,17,False
3353,27.0,5.0,1.0,4.0,9,13,35,27,9,False
3354,32.0,5.0,5.0,2.0,15,24,66,57,9,False
3355,26.0,4.0,1.0,2.0,13,12,49,36,7,False
3356,11.0,2.0,1.0,1.0,10,7,25,18,3,False
3357,12.0,2.0,1.0,2.0,7,6,13,13,3,False
3358,20.0,2.0,1.0,1.0,13,6,30,14,3,False
3359,26.0,3.0,1.0,1.0,0,0,0,0,5,False
3360,26.0,3.0,1.0,1.0,15,21,91,69,5,False
3361,8.0,1.0,1.0,1.0,9,6,14,8,1,False
3362,32.0,4.0,1.0,1.0,13,11,36,25,7,False
3363,30.0,7.0,1.0,1.0,14,8,42,28,13,False
3364,56.0,4.0,1.0,2.0,0,0,0,0,7,False
3365,22.0,2.0,1.0,1.0,14,23,56,42,3,False
3366,16.0,1.0,1.0,1.0,9,7,32,17,1,False
3367,26.0,2.0,1.0,2.0,0,0,0,0,3,False
3368,18.0,2.0,1.0,2.0,17,10,39,20,3,False
3369,33.0,1.0,1.0,1.0,9,12,61,37,1,False
3370,4.0,1.0,1.0,1.0,6,4,7,4,1,False
3371,9.0,1.0,1.0,1.0,7,12,20,16,1,False
3372,28.0,4.0,1.0,4.0,13,19,45,27,7,False
3373,9.0,1.0,1.0,1.0,7,7,33,18,1,False
3374,61.0,3.0,1.0,2.0,15,22,82,49,5,False
3375,27.0,4.0,3.0,2.0,19,17,61,49,7,False
